id,tipoIncidencia,fechaReporte,estado,UsuarioID,MantenimientoID,nivelEscalamiento,tiempoResolucion
3649,mal funcionamiento,2024-02-26,cerrada,"['077-43-2612', '215-20-7823']","['mnt-09958', 'mnt-14529']",medio,160
3650,vandalismo,2023-12-15,cerrada,"['988-91-1698', '124-12-4122']",['mnt-04080'],medio,138
3651,desgaste,2023-12-24,cerrada,['729-48-9069'],['mnt-09249'],medio,133
3652,rotura,2024-03-05,cerrada,"['229-74-1228', '763-74-8108']",['mnt-08262'],alto,-1
3653,desgaste,2023-11-21,cerrada,"['397-50-9964', '836-30-2034', '152-12-7849']",['mnt-05202'],bajo,-1
3654,rotura,2024-04-09,abierta,"['208-63-5236', '015-95-8619']",['mnt-14297'],medio,-1
3655,mal funcionamiento,2024-08-08,cerrada,['339-06-7664'],['mnt-05030'],alto,-1
3656,rotura,2024-03-03,abierta,['739-92-4431'],['mnt-04884'],bajo,-1
3657,mal funcionamiento,2024-07-06,abierta,['456-94-2828'],['mnt-05626'],bajo,-1
3658,vandalismo,2024-05-31,abierta,['191-21-3364'],"['mnt-02537', 'mnt-10211']",medio,-1
3659,mal funcionamiento,2023-04-12,abierta,"['771-62-2785', '208-35-3381']",['mnt-10395'],alto,-1
3660,rotura,2024-02-14,abierta,['238-76-9369'],['mnt-12661'],medio,-1
3661,vandalismo,2024-05-12,abierta,['005-34-3633'],"['mnt-03508', 'mnt-08892', 'mnt-12574']",bajo,-1
3662,rotura,2024-03-31,cerrada,['745-19-4948'],['mnt-08195'],bajo,156
3663,desgaste,2024-03-26,cerrada,"['684-37-3687', '697-26-3336']",['mnt-14732'],alto,-1
3664,rotura,2024-03-24,cerrada,['605-65-6675'],['mnt-05103'],bajo,143
3665,mal funcionamiento,2024-08-22,cerrada,"['060-95-2541', '938-13-5541']",['mnt-00099'],bajo,-1
3666,desgaste,2023-12-05,abierta,"['665-10-9597', '860-26-6472']",['mnt-10044'],alto,-1
3667,rotura,2024-05-16,abierta,"['284-27-8375', '338-82-6474']",['mnt-00925'],alto,-1
3668,mal funcionamiento,2024-05-05,cerrada,"['743-57-7351', '228-77-8223']","['mnt-02082', 'mnt-14036']",medio,150
3669,vandalismo,2024-01-16,abierta,"['024-82-3448', '162-32-2250']",['mnt-04620'],bajo,-1
3670,rotura,2024-10-03,cerrada,"['129-74-7536', '298-86-8543']",['mnt-04311'],medio,-1
3671,desgaste,2024-09-30,cerrada,"['899-55-0415', '175-95-7627']","['mnt-00630', 'mnt-03365', 'mnt-08501']",bajo,-1
3672,desgaste,2023-11-19,cerrada,"['351-01-2317', '754-89-4697']","['mnt-03055', 'mnt-09369']",alto,213
3673,desgaste,2023-10-25,abierta,"['804-19-8281', '344-18-0353']","['mnt-10936', 'mnt-12569', 'mnt-13809']",medio,-1
3674,mal funcionamiento,2023-11-19,cerrada,"['692-64-4009', '714-83-1876']",['mnt-10921'],medio,-1
3675,rotura,2024-05-08,abierta,"['416-39-9616', '609-43-8847', '408-99-3170']",['mnt-12258'],alto,-1
3676,mal funcionamiento,2024-09-09,abierta,"['175-27-0340', '570-99-0494']",['mnt-09808'],medio,-1
3677,mal funcionamiento,2023-12-09,cerrada,"['020-63-0783', '069-69-0288', '595-92-3705']",['mnt-13985'],medio,292
3678,vandalismo,2023-11-08,abierta,['864-66-6227'],['mnt-03908'],bajo,-1
3679,mal funcionamiento,2024-08-04,abierta,"['740-41-3915', '492-13-4812', '043-55-0228']",['mnt-08042'],bajo,-1
3680,desgaste,2024-09-10,abierta,['694-89-3702'],['mnt-04486'],medio,-1
3681,vandalismo,2024-03-06,cerrada,['571-34-0113'],['mnt-01961'],medio,20
3682,desgaste,2024-04-06,abierta,['901-95-8860'],['mnt-14652'],bajo,-1
3683,mal funcionamiento,2023-12-25,cerrada,"['436-52-3884', '088-88-4802', '880-95-8884']",['mnt-04268'],bajo,46
3684,vandalismo,2024-10-06,abierta,"['521-35-1172', '452-30-0493', '112-66-8933']",['mnt-14115'],alto,-1
3685,desgaste,2024-03-10,cerrada,"['811-64-3639', '300-03-6199']",['mnt-02413'],medio,73
3686,rotura,2024-09-27,cerrada,['546-06-9283'],['mnt-02513'],alto,-1
3687,desgaste,2024-05-10,abierta,"['679-87-1658', '372-58-3349']",['mnt-03063'],medio,-1
3688,vandalismo,2023-10-19,abierta,"['560-92-0048', '222-91-6422', '297-65-5090']",['mnt-06035'],medio,-1
3689,vandalismo,2024-04-22,cerrada,['809-11-5351'],['mnt-10351'],medio,-1
3690,desgaste,2024-02-29,cerrada,"['490-30-7943', '182-58-6407']","['mnt-05768', 'mnt-07940']",alto,101
3691,desgaste,2024-10-10,cerrada,['992-02-4264'],['mnt-12392'],bajo,-1
3692,desgaste,2023-11-26,cerrada,"['105-25-4061', '722-53-0398', '586-26-9246']",['mnt-04404'],bajo,300
3693,desgaste,2023-12-05,abierta,['069-75-5561'],"['mnt-02350', 'mnt-14560']",alto,-1
3694,mal funcionamiento,2024-05-20,abierta,['928-70-7027'],['mnt-08486'],alto,-1
3695,mal funcionamiento,2024-04-22,cerrada,['898-74-8197'],['mnt-07104'],medio,154
3696,desgaste,2024-02-23,cerrada,['138-27-4524'],['mnt-13958'],alto,199
3697,rotura,2024-03-31,cerrada,['750-83-7342'],"['mnt-09983', 'mnt-11150', 'mnt-12050']",alto,190
3698,vandalismo,2024-10-09,abierta,"['722-17-2944', '734-24-8767']","['mnt-02567', 'mnt-12521']",alto,-1
3699,rotura,2024-02-06,cerrada,['369-62-0319'],['mnt-04364'],bajo,121
3700,vandalismo,2024-04-06,cerrada,['120-71-5006'],['mnt-05149'],bajo,-1
3701,vandalismo,2024-01-30,abierta,"['339-63-2067', '790-00-7504']",['mnt-10416'],bajo,-1
3702,rotura,2024-06-22,cerrada,"['263-78-8889', '206-00-9502', '942-62-6938']",['mnt-07379'],bajo,-1
3703,mal funcionamiento,2024-01-30,abierta,"['033-55-5291', '101-42-9206']","['mnt-09026', 'mnt-14700']",medio,-1
3704,mal funcionamiento,2024-01-27,cerrada,['516-01-8072'],['mnt-11053'],bajo,108
3705,mal funcionamiento,2024-06-30,cerrada,"['523-74-0519', '404-36-8594']",['mnt-09542'],medio,-1
3706,desgaste,2024-03-20,abierta,"['519-44-9342', '607-20-3951', '598-25-3603']",['mnt-01930'],alto,-1
3707,vandalismo,2023-10-20,abierta,"['284-24-0651', '122-33-4219']",['mnt-08057'],medio,-1
3708,mal funcionamiento,2024-07-20,cerrada,"['801-81-3769', '215-02-7557']","['mnt-00156', 'mnt-03127', 'mnt-05144']",alto,-1
3709,vandalismo,2024-06-01,abierta,['867-11-1093'],['mnt-09557'],alto,-1
3710,rotura,2024-01-05,cerrada,"['762-76-3425', '486-88-2324']","['mnt-00425', 'mnt-04446']",alto,205
3711,mal funcionamiento,2024-05-28,abierta,"['346-87-8860', '570-51-1854']","['mnt-13358', 'mnt-13885']",medio,-1
3712,desgaste,2024-07-22,cerrada,"['908-49-4184', '971-42-8874', '946-81-0714']",['mnt-10883'],bajo,-1
3713,desgaste,2024-03-09,cerrada,"['284-83-7320', '166-37-0990', '566-48-4832']","['mnt-03175', 'mnt-14314']",medio,78
3714,mal funcionamiento,2024-07-11,abierta,['531-70-9873'],['mnt-10214'],bajo,-1
3715,desgaste,2024-01-28,abierta,"['938-09-9014', '076-94-0972']",['mnt-05218'],bajo,-1
3716,mal funcionamiento,2024-05-25,cerrada,"['215-51-7138', '020-06-7863', '879-85-8019']",['mnt-10722'],bajo,-1
3717,mal funcionamiento,2024-06-06,abierta,"['239-43-6306', '095-33-0693']",['mnt-13503'],alto,-1
3718,rotura,2024-05-30,abierta,['725-37-9411'],['mnt-13805'],alto,-1
3719,rotura,2024-07-01,abierta,"['851-66-2201', '114-01-3979', '359-26-9312']",['mnt-09821'],bajo,-1
3720,rotura,2023-11-30,abierta,['485-23-1018'],['mnt-08959'],bajo,-1
3721,rotura,2024-05-01,cerrada,"['696-55-7513', '029-08-1684', '842-70-4670']",['mnt-12199'],bajo,147
3722,rotura,2023-12-17,cerrada,"['511-93-0241', '909-70-6439', '078-31-1782']","['mnt-02510', 'mnt-13717']",medio,129
3723,rotura,2024-08-30,cerrada,['036-20-9355'],['mnt-11622'],bajo,-1
3724,vandalismo,2024-08-03,abierta,['316-92-1926'],"['mnt-02626', 'mnt-13223']",medio,-1
3725,desgaste,2024-09-27,abierta,"['301-44-2263', '514-68-5906']",['mnt-08172'],alto,-1
3726,mal funcionamiento,2024-04-06,cerrada,"['561-59-0690', '451-56-1359', '926-35-6877']",['mnt-07518'],medio,-1
3727,desgaste,2024-03-11,abierta,"['251-33-9024', '846-15-7198']",['mnt-13852'],medio,-1
3728,rotura,2024-08-17,cerrada,['377-40-5071'],"['mnt-05129', 'mnt-11083']",alto,-1
3729,vandalismo,2023-10-15,abierta,"['275-20-3382', '549-37-9628']",['mnt-08164'],alto,-1
3730,vandalismo,2023-11-07,cerrada,['500-03-4252'],['mnt-12585'],medio,156
3731,rotura,2024-07-08,cerrada,"['341-54-3417', '102-75-4823', '806-17-0665']",['mnt-07989'],medio,-1
3732,vandalismo,2024-03-14,abierta,"['602-24-6781', '494-25-4986']",['mnt-13540'],medio,-1
3733,mal funcionamiento,2024-09-05,cerrada,"['233-67-0825', '581-92-2408']",['mnt-01262'],alto,26
3734,rotura,2024-10-10,abierta,['069-95-8687'],['mnt-04378'],alto,-1
3735,vandalismo,2024-06-04,abierta,['650-71-6432'],['mnt-05675'],alto,-1
3736,rotura,2024-06-17,cerrada,"['315-73-8479', '301-34-6252']","['mnt-05107', 'mnt-07297']",medio,44
3737,rotura,2024-08-28,abierta,"['478-34-9704', '524-43-2062', '978-44-4239']","['mnt-06418', 'mnt-10182']",alto,-1
3738,rotura,2024-09-10,abierta,"['568-91-4329', '998-69-4732', '429-29-0363']",['mnt-11076'],bajo,-1
3739,vandalismo,2024-08-04,cerrada,"['551-44-6637', '050-11-1402']",['mnt-13399'],bajo,-1
3740,desgaste,2023-10-28,abierta,"['970-98-6479', '441-48-2295']",['mnt-05560'],alto,-1
3741,vandalismo,2024-07-01,cerrada,"['786-12-5397', '234-01-4438']",['mnt-08206'],bajo,-1
3742,desgaste,2023-12-10,abierta,"['490-27-2328', '222-43-0922', '369-43-2968']",['mnt-01973'],medio,-1
3743,mal funcionamiento,2024-06-26,abierta,['482-11-3143'],['mnt-07494'],medio,-1
3744,rotura,2023-11-30,abierta,"['947-72-6717', '021-25-8493', '281-85-5785']",['mnt-06197'],bajo,-1
3745,vandalismo,2024-04-28,cerrada,"['119-41-8443', '960-69-0328']","['mnt-04501', 'mnt-07029']",alto,-1
3746,mal funcionamiento,2024-05-02,cerrada,['336-83-6262'],['mnt-01476'],bajo,-1
3747,vandalismo,2024-08-13,cerrada,"['635-29-6405', '552-70-2398']",['mnt-09107'],alto,-1
3748,mal funcionamiento,2024-05-11,cerrada,"['755-45-2824', '920-43-9811', '232-27-5983']",['mnt-11555'],medio,-1
3749,mal funcionamiento,2024-05-07,abierta,"['297-46-2043', '556-51-1172', '448-45-8098']",['mnt-03502'],bajo,-1
3750,mal funcionamiento,2024-01-06,cerrada,['490-88-0956'],['mnt-04826'],alto,-1
3751,desgaste,2024-02-05,abierta,['401-29-1803'],['mnt-09126'],bajo,-1
3752,vandalismo,2024-10-09,abierta,['848-70-5428'],['mnt-03362'],bajo,-1
3753,desgaste,2024-07-31,abierta,"['462-73-0091', '972-54-5313']",['mnt-12283'],alto,-1
3754,vandalismo,2023-11-09,cerrada,"['670-34-8511', '516-16-2037', '257-85-3739']","['mnt-03359', 'mnt-09843']",bajo,140
3755,mal funcionamiento,2024-07-29,abierta,['847-60-2158'],['mnt-02743'],medio,-1
3756,vandalismo,2024-07-05,abierta,['351-68-0808'],"['mnt-12095', 'mnt-14602']",bajo,-1
3757,desgaste,2023-10-26,abierta,"['739-19-1892', '575-67-0937', '337-39-0367']",['mnt-13667'],bajo,-1
3758,mal funcionamiento,2023-12-29,cerrada,"['534-99-0108', '992-64-0399']","['mnt-10197', 'mnt-14360']",medio,224
3759,vandalismo,2023-12-02,abierta,"['597-15-0862', '329-14-6015', '929-35-1840']",['mnt-03800'],bajo,-1
3760,mal funcionamiento,2023-10-21,cerrada,"['340-55-7004', '888-41-4371', '612-80-2611']",['mnt-12186'],bajo,246
3761,mal funcionamiento,2024-04-20,abierta,['032-60-7992'],"['mnt-11443', 'mnt-12271']",medio,-1
3762,mal funcionamiento,2024-10-04,abierta,"['927-89-0628', '010-05-7280', '732-13-6410']","['mnt-07238', 'mnt-08151']",alto,-1
3763,rotura,2024-06-16,cerrada,"['702-82-5265', '978-00-2364']",['mnt-00424'],alto,-1
3764,desgaste,2024-02-14,abierta,"['773-74-9157', '048-15-6647']",['mnt-09541'],medio,-1
3765,mal funcionamiento,2024-03-09,cerrada,['866-45-8302'],['mnt-00313'],bajo,145
3766,desgaste,2024-07-17,cerrada,"['471-34-5734', '532-67-0786', '459-74-5261']","['mnt-01279', 'mnt-07401', 'mnt-14037']",medio,-1
3767,rotura,2024-02-26,cerrada,"['061-95-5089', '700-85-9486']",['mnt-12783'],bajo,-1
3768,rotura,2024-06-19,cerrada,"['627-92-9350', '505-70-0990', '022-43-9451']",['mnt-09907'],bajo,-1
3769,mal funcionamiento,2024-09-13,cerrada,"['715-05-1560', '385-68-5688']",['mnt-12500'],medio,-1
3770,mal funcionamiento,2024-04-16,cerrada,"['225-50-1412', '689-06-8456', '246-26-1797']",['mnt-13196'],bajo,-1
3771,mal funcionamiento,2024-03-11,abierta,['674-36-9056'],['mnt-02527'],bajo,-1
3772,rotura,2023-11-04,abierta,"['713-48-9246', '968-62-9658', '328-44-5494']",['mnt-05761'],bajo,-1
3773,mal funcionamiento,2023-11-10,cerrada,"['932-67-2989', '221-59-4478', '020-85-3288']",['mnt-02214'],medio,-1
3774,mal funcionamiento,2024-03-27,cerrada,"['730-72-4573', '600-58-3536']","['mnt-13534', 'mnt-14280']",bajo,113
3775,rotura,2024-06-30,abierta,"['961-42-0901', '188-18-5902', '102-36-8705']","['mnt-07111', 'mnt-08092']",bajo,-1
3776,mal funcionamiento,2024-07-02,abierta,"['673-93-2523', '417-32-7917', '524-25-8231']",['mnt-04890'],bajo,-1
3777,rotura,2024-01-22,abierta,"['128-96-6312', '521-25-1178', '937-60-3088']",['mnt-14328'],bajo,-1
3778,rotura,2024-05-14,cerrada,"['624-19-4198', '286-74-7275']",['mnt-11607'],medio,-1
3779,rotura,2024-04-06,abierta,['307-65-6504'],['mnt-01823'],alto,-1
3780,desgaste,2024-09-17,cerrada,"['634-60-3627', '182-86-4124', '101-67-7420']",['mnt-04227'],alto,-1
3781,vandalismo,2024-05-21,abierta,"['663-01-5810', '792-16-9773']","['mnt-01593', 'mnt-03308', 'mnt-10657']",medio,-1
3782,desgaste,2024-02-14,cerrada,['891-42-5359'],['mnt-03624'],alto,-1
3783,rotura,2024-07-14,abierta,"['130-13-8226', '749-15-8653', '765-38-5493']",['mnt-05358'],bajo,-1
3784,vandalismo,2024-01-01,abierta,"['786-26-1449', '917-99-5918']","['mnt-03785', 'mnt-14979']",alto,-1
3785,mal funcionamiento,2023-12-24,abierta,['357-06-8956'],['mnt-10058'],medio,-1
3786,desgaste,2023-10-27,abierta,['168-34-6961'],"['mnt-02855', 'mnt-12014']",bajo,-1
3787,vandalismo,2024-03-10,abierta,"['901-29-8198', '642-31-1706']",['mnt-13904'],bajo,-1
3788,mal funcionamiento,2024-05-26,cerrada,"['070-86-1092', '154-41-7077']",['mnt-00993'],alto,-1
3789,desgaste,2024-10-02,cerrada,"['138-86-3884', '831-59-4748', '645-87-9644']",['mnt-08093'],medio,-1
3790,mal funcionamiento,2024-04-11,abierta,['495-44-3144'],['mnt-07707'],alto,-1
3791,vandalismo,2024-07-14,abierta,"['632-39-1088', '896-75-3280']","['mnt-03482', 'mnt-03511']",alto,-1
3792,mal funcionamiento,2024-04-26,abierta,['178-28-6928'],['mnt-10074'],bajo,-1
3793,vandalismo,2024-05-20,cerrada,"['653-80-0417', '365-96-5751']",['mnt-06280'],alto,71
3794,desgaste,2024-08-24,cerrada,"['026-56-4080', '177-20-9474']","['mnt-11912', 'mnt-12170']",bajo,-1
3795,rotura,2024-09-05,cerrada,"['774-20-2450', '352-04-9559', '993-09-6723']",['mnt-11189'],medio,-1
3796,rotura,2024-04-25,cerrada,"['023-89-4137', '170-38-1979', '656-19-5114']",['mnt-09859'],alto,24
3797,rotura,2024-05-15,abierta,"['807-17-6571', '539-52-5884', '189-90-3624']",['mnt-13700'],bajo,-1
3798,desgaste,2024-05-05,cerrada,"['064-36-8720', '883-86-5852', '711-13-7444']","['mnt-01269', 'mnt-10379']",bajo,111
3799,mal funcionamiento,2023-11-04,abierta,['306-72-9382'],"['mnt-08351', 'mnt-12367']",bajo,-1
3800,vandalismo,2024-05-06,cerrada,"['899-87-7310', '214-35-3022', '460-38-4989']",['mnt-09555'],bajo,211
3801,desgaste,2024-09-21,cerrada,"['162-25-1477', '614-44-9423', '230-02-2619']",['mnt-13102'],alto,-1
3802,rotura,2024-07-23,abierta,"['897-88-7597', '191-74-8569']",['mnt-14185'],medio,-1
3803,mal funcionamiento,2024-05-12,abierta,['132-42-2684'],"['mnt-03735', 'mnt-11517', 'mnt-11680']",medio,-1
3804,desgaste,2024-04-01,abierta,"['741-66-5569', '698-85-0262', '902-37-2388']",['mnt-09235'],bajo,-1
3805,vandalismo,2024-06-28,cerrada,"['591-48-4146', '162-07-3506']","['mnt-07516', 'mnt-13763']",alto,4
3806,desgaste,2024-04-18,cerrada,['426-75-8498'],"['mnt-03149', 'mnt-03253', 'mnt-10122']",alto,89
3807,vandalismo,2024-10-11,cerrada,"['201-70-4326', '437-16-3169']",['mnt-04137'],alto,-1
3808,desgaste,2024-01-13,cerrada,"['544-79-4070', '159-22-6387', '646-87-8511']",['mnt-06692'],alto,-1
3809,desgaste,2023-12-12,cerrada,"['467-73-6583', '958-77-1100']","['mnt-11234', 'mnt-12677']",bajo,78
3810,desgaste,2024-12-04,cerrada,"['816-63-6772', '211-63-7305', '063-25-4360']",['mnt-13987'],bajo,-1
3811,mal funcionamiento,2024-08-30,cerrada,['847-19-9417'],['mnt-02307'],alto,-1
3812,rotura,2024-03-12,cerrada,"['135-68-3092', '554-80-2553', '466-87-0323']",['mnt-07333'],bajo,-1
3813,rotura,2024-10-06,abierta,"['122-67-3362', '638-24-3526', '274-25-9874']",['mnt-04838'],medio,-1
3814,vandalismo,2024-07-25,abierta,"['234-54-8935', '665-16-6019']","['mnt-01542', 'mnt-02861', 'mnt-14225']",medio,-1
3815,desgaste,2023-10-21,cerrada,"['226-69-0094', '545-00-3707', '931-41-5849']",['mnt-09231'],bajo,104
3816,vandalismo,2024-02-25,abierta,"['328-39-7150', '665-21-6981']","['mnt-02470', 'mnt-02892']",alto,-1
3817,rotura,2024-08-19,cerrada,"['717-50-1000', '275-56-0004', '800-23-6259']",['mnt-11490'],medio,-1
3818,desgaste,2024-07-20,abierta,['317-57-2337'],['mnt-13576'],alto,-1
3819,rotura,2024-09-13,cerrada,"['614-44-9423', '686-50-3517']",['mnt-11852'],bajo,-1
3820,rotura,2024-05-18,abierta,"['873-27-3314', '397-73-6330', '058-48-7052']","['mnt-00775', 'mnt-01230']",alto,-1
3821,mal funcionamiento,2024-04-27,cerrada,"['942-17-4347', '619-37-2886', '574-62-4528']",['mnt-02415'],medio,157
3822,desgaste,2024-09-01,cerrada,"['150-63-8579', '232-71-8083', '763-74-8108']","['mnt-11059', 'mnt-11377']",bajo,-1
3823,mal funcionamiento,2024-08-21,cerrada,"['797-49-8226', '584-81-3709']",['mnt-00590'],alto,-1
3824,vandalismo,2024-07-23,cerrada,"['099-91-3073', '524-40-3081']","['mnt-00467', 'mnt-07591', 'mnt-10894']",bajo,34
3825,vandalismo,2023-11-12,cerrada,"['081-51-4711', '380-75-1092', '210-10-8334']",['mnt-09397'],medio,227
3826,desgaste,2024-09-16,cerrada,"['243-58-3707', '997-05-9570', '641-58-9652']",['mnt-12939'],alto,-1
3827,mal funcionamiento,2024-03-24,abierta,"['827-39-6164', '574-80-8314', '667-10-5345']",['mnt-10466'],alto,-1
3828,vandalismo,2023-10-31,abierta,['246-82-0927'],['mnt-04283'],bajo,-1
3829,desgaste,2024-02-07,cerrada,"['065-16-5323', '554-31-7805', '331-33-6255']",['mnt-10930'],alto,-1
3830,vandalismo,2024-02-24,abierta,"['976-33-9709', '831-45-7454']",['mnt-02231'],alto,-1
3831,desgaste,2023-11-07,cerrada,"['633-98-0829', '347-70-8609']",['mnt-14152'],bajo,330
3832,mal funcionamiento,2023-12-18,cerrada,"['879-35-9846', '801-14-5548']",['mnt-12869'],medio,122
3833,vandalismo,2023-12-14,cerrada,"['578-76-7493', '468-65-9761', '164-44-1091']","['mnt-06449', 'mnt-12403']",medio,289
3834,rotura,2024-07-19,cerrada,"['600-02-4395', '582-06-7228', '086-05-5816']",['mnt-13777'],medio,-1
3835,mal funcionamiento,2023-12-27,abierta,"['002-83-1100', '279-72-1362', '606-14-7625']",['mnt-05872'],alto,-1
3836,rotura,2024-06-11,cerrada,"['410-50-1820', '760-52-0487', '410-22-1106']",['mnt-02832'],bajo,-1
3837,rotura,2023-11-23,cerrada,"['775-73-8005', '734-04-1127']","['mnt-04683', 'mnt-05575']",medio,223
3838,desgaste,2024-03-19,cerrada,"['203-44-7967', '985-64-5474', '179-81-4070']",['mnt-07282'],medio,-1
3839,rotura,2024-05-29,abierta,"['591-37-0235', '593-00-5633']","['mnt-09827', 'mnt-11710']",alto,-1
3840,vandalismo,2024-03-30,cerrada,['150-49-3538'],"['mnt-04360', 'mnt-06877']",bajo,162
3841,mal funcionamiento,2024-07-02,cerrada,['848-53-3662'],['mnt-00190'],medio,58
3842,vandalismo,2024-10-05,abierta,"['233-15-7417', '354-70-5102']","['mnt-10966', 'mnt-13654']",alto,-1
3843,mal funcionamiento,2024-10-01,cerrada,['430-12-9899'],['mnt-05404'],medio,-1
3844,mal funcionamiento,2023-12-06,cerrada,"['997-16-4316', '192-15-5210', '292-69-9954']",['mnt-08018'],medio,110
3845,desgaste,2024-01-15,cerrada,"['467-34-2729', '213-07-9249', '905-79-8896']",['mnt-09825'],bajo,265
3846,rotura,2023-11-21,cerrada,['457-02-9477'],['mnt-03880'],alto,309
3847,mal funcionamiento,2024-08-29,cerrada,"['308-12-9667', '282-92-1002', '406-58-5371']",['mnt-08947'],alto,-1
3848,rotura,2024-09-05,abierta,"['378-21-9839', '805-46-4942']",['mnt-14320'],alto,-1
3849,desgaste,2024-01-24,cerrada,['906-78-1461'],['mnt-02928'],alto,69
3850,mal funcionamiento,2024-01-16,abierta,"['978-47-7913', '724-17-7136']",['mnt-13857'],medio,-1
3851,mal funcionamiento,2024-06-14,cerrada,['358-57-6107'],"['mnt-02576', 'mnt-07171']",bajo,-1
3852,desgaste,2024-08-17,abierta,"['390-73-7668', '545-30-7902', '373-82-6387']",['mnt-00625'],medio,-1
3853,mal funcionamiento,2024-01-02,abierta,"['082-38-6644', '943-10-8247', '381-61-5932']",['mnt-13759'],medio,-1
3854,vandalismo,2024-05-09,abierta,"['972-04-6161', '052-13-1693', '231-26-7471']","['mnt-03563', 'mnt-06984', 'mnt-11269']",bajo,-1
3855,desgaste,2024-08-29,abierta,"['868-94-5590', '354-70-5102']",['mnt-05692'],medio,-1
3856,rotura,2024-10-03,cerrada,"['097-64-2088', '412-98-9853', '027-28-1165']",['mnt-03407'],medio,-1
3857,vandalismo,2024-08-09,cerrada,"['704-42-3411', '661-61-9749', '842-55-6434']","['mnt-06400', 'mnt-14257']",alto,50
3858,mal funcionamiento,2024-04-21,abierta,"['581-90-4570', '135-03-6150', '532-78-4493']","['mnt-00185', 'mnt-09620']",medio,-1
3859,vandalismo,2024-03-23,cerrada,"['860-59-4879', '341-02-2519']",['mnt-06811'],bajo,-1
3860,rotura,2023-10-30,abierta,"['971-94-6091', '469-04-9998', '997-47-9070']",['mnt-03600'],medio,-1
3861,vandalismo,2024-06-24,abierta,"['677-45-4569', '851-92-0384', '852-76-3607']",['mnt-09640'],bajo,-1
3862,desgaste,2024-08-20,cerrada,"['326-12-3888', '153-70-9782']",['mnt-01080'],alto,-1
3863,desgaste,2024-03-27,cerrada,['699-99-0916'],['mnt-13404'],bajo,147
3864,desgaste,2024-09-06,abierta,['777-54-3351'],['mnt-12681'],medio,-1
3865,rotura,2024-05-14,abierta,"['199-96-0593', '208-76-2098', '282-83-4345']",['mnt-00993'],alto,-1
3866,desgaste,2024-02-14,abierta,['392-22-7479'],['mnt-12940'],bajo,-1
3867,rotura,2024-05-16,cerrada,"['074-54-3255', '824-72-5252']",['mnt-10470'],bajo,-1
3868,mal funcionamiento,2024-02-09,cerrada,"['105-10-4121', '219-31-2247']",['mnt-12162'],bajo,-1
3869,mal funcionamiento,2024-09-20,cerrada,['920-69-4753'],['mnt-12708'],medio,-1
3870,mal funcionamiento,2024-05-23,abierta,"['502-03-2311', '526-97-6345']",['mnt-07806'],bajo,-1
3871,mal funcionamiento,2024-04-26,abierta,"['226-02-9088', '594-30-9095', '460-94-4766']",['mnt-09825'],alto,-1
3872,vandalismo,2023-10-18,abierta,"['877-31-4665', '717-87-3608']",['mnt-08662'],alto,-1
3873,desgaste,2023-09-12,abierta,"['709-99-1726', '035-00-8252', '426-36-1185']",['mnt-14382'],alto,-1
